,id_uni,name_uni,city,plz,county,address,traeger,nr_students,found_year,long,lat,ap_auf,ap_ing,ap_num,ap_mug,ap_gus,ap_ruw,ap_sloth,ap_suk,ap_kgm,ap_lsg,studies
20,a-409,BTU Brandenburgische Technische Universität Cottbus-Senftenberg,Cottbus,03046,Brandenburg,Platz der Deutschen Einheit 1,staatlich,10000,1991,51.76716430000, 14.32721710000,"3,3%","41,7%","23,3%","1,7%","6,7%","11,7%","0,0%","10,0%","1,7%","0,0%","[', Master of Science', 'Angewandte Mathematik, Bachelor of Science, Master of Science', 'Deutsch-Polnischer Studiengang Soziale Arbeit mit Doppelabschluss, Bachelor of Science, Master of Science', 'Deutsch-Rumänischer Studiengang Soziale Arbeit mit Doppelabschluss, Bachelor of Science', ', Bachelor of Arts, Bachelor of Science, Master of Science', ', Bachelor of Arts', ', Master of Science', ', Doctor of Philosophy', ', Bachelor of Science, Master of Science', ', Bachelor of Science, Master of Science', ', Bachelor of Science, Doctor of Philosophy, Master of Science', ', Master of Science', ', Master of Science', ', Master of Arts', ', Doctor of Philosophy', ', Bachelor of Science, Master of Science', ', Bachelor of Science, Master of Science', 'Angewandte Mathematik, Bachelor of Arts', 'Architektur, Master of Science', 'Bauingenieurwesen, Bachelor of Arts, Master of Arts', 'Bauingenieurwesen (dual), Bachelor of Science', 'Betriebswirtschaftslehre, Bachelor of Science, Master of Science', 'Betriebswirtschaftslehre (dual), Bachelor of Science', 'Cyber Security, Bachelor of Science', 'Dependable Systems, Master of Science', 'Elektrotechnik, Bachelor of Science', 'Energietechnik und Energiewirtschaft, Master of Science', 'Environmental and Resource Management, Bachelor of Arts, Master of Arts', 'Euro Hydro-Informatics and Water Management, Bachelor', 'Forensic Sciences and Engineering, Bachelor of Arts', 'Heritage Conservation and Site Management, Bachelor of Science', 'Heritage Studies, Master of Science', 'Informatik, Master of Science', 'Informations- und Medientechnik, Bachelor of Science, Master of Science', 'Instrumental- und Gesangspädagogik, Master of Science', 'Klimagerechtes Bauen und Betreiben, Bachelor of Science, Master of Science', 'Kultur und Technik, Bachelor of Science', 'Landnutzung und Wasserbewirtschaftung, Master of Business Law', 'Maschinenbau, Master of Arts', 'Mathematik, Master of Arts']"
21,a-10286,"Hochschule Macromedia, Leipzig",Leipzig,04105,Sachsen,Nordstraße 3-15,privat,NaN,NaN,51.34470600000, 12.37459370000,"0,0%","0,0%","5,9%","0,0%","17,6%","35,3%","0,0%","29,4%","11,8%","0,0%","['Business Management, Master of Arts', 'Design, Bachelor of Arts', 'Digital Technologies & Coding, Bachelor of Science', 'Internationale Beziehungen, Bachelor of Arts', 'Journalismus, Bachelor of Arts', 'Management, Bachelor of Arts, Master of Arts', 'Medien- und Kommunikationsmanagement, Bachelor of Arts, Master of Arts', 'Medien- und Werbepsychologie, Bachelor of Science', 'Medienmanagement, Bachelor of Arts', 'Modedesign (Vertiefung), Bachelor of Arts', 'Psychologie, Bachelor of Science']"
22,a-8222,Vitruvius Hochschule Leipzig,Leipzig,04105,Sachsen,Nordstraße 3-15,privat,150,2014,51.34470600000, 12.37459370000,"0,0%","0,0%","33,3%","0,0%","0,0%","16,7%","0,0%","0,0%","50,0%","0,0%","['Design- und Innovations- Management, Bachelor of Arts', 'Game Design, Bachelor of Arts', 'Kommunikationsdesign, Bachelor of Arts', 'Modedesign, Bachelor of Arts', 'Software Engineering & Information Security, Bachelor of Science']"
23,a-257,Hochschule für Grafik und Buchkunst Academy of Fine Arts Leipzig,Leipzig,04107,Sachsen,Wächterstraße 11,staatlich,571,1763,51.33340580000, 12.36783630000,"0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","50,0%","50,0%","0,0%","['Fotografie, Diplom', 'Grafik-Design, Diplom', 'Kulturen des Kuratorischen, Master of Arts', 'Malerei / Grafik, Diplom', 'Medienkunst, Diplom']"
24,a-273,"Hochschule für Musik und Theater ""Felix Mendelssohn-Bartholdy"" Leipzig",Leipzig,04107,Sachsen,Grassistraße 8,staatlich,828,1843,51.33272070000, 12.36670990000,"0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","5,6%","91,7%","2,8%","['Alte Musik, Bachelor of Music, Master of Music', 'Blasinstrumente / Schlagwerk, Bachelor of Music, Master of Music', 'Chor- und Ensembleleitung, Bachelor of Music, Master of Music', 'Dirigieren, Bachelor of Music, Master of Music', 'Dramaturgie, Bachelor of Arts', 'Elementare Musik- und Tanzpädagogik, Master of Music', 'Evangelische Kirchenmusik, Bachelor of Music, Diplom, Master of Music', 'Gesang, Bachelor of Music, Master of Music', 'Improvisation, Master of Music', 'Jazz - Popularmusik instrumental, Bachelor of Music, Master of Music', 'Jazz - Popularmusik vokal, Bachelor of Music, Master of Music', 'Katholische Kirchenmusik, Bachelor of Music, Diplom, Master of Music', 'Klavier, Bachelor of Music, Master of Music', 'Komposition/Tonsatz, Bachelor of Music, Master of Music', 'Korrepetition - Klavierkammermusik - Liedgestaltung, Bachelor of Music, Master of Music', 'Orgel, Bachelor of Music, Master of Music', 'Schauspiel, Master of Arts', 'Schulmusik (Lehramt), Master of Arts', 'Streichinstrumente, Bachelor of Music, Master of Music']"
25,a-9959,FOM Hochschule für Oekonomie & Management gemeinnützige GmbH,Leipzig,04109,Sachsen,Katharinenstraße 17,privat,NaN,1991,51.34251710000, 12.37463720000,"0,0%","0,0%","0,0%","0,0%","26,3%","68,4%","0,0%","5,3%","0,0%","0,0%","[', Bachelor of Science', 'Betriebswirtschaft & Wirtschaftspsychologie (berufsbegleitend), Bachelor of Arts', 'Business Administration (berufsbegleitend), Master of Science', ', Master of Science', ', Master of Science', ', Master of Science', ', Master of Arts', ', Bachelor of Arts', ', Master of Arts', ', Bachelor of Science', ', Master of Science']"
26,a-233,HHL Leipzig Graduate School of Management,Leipzig,04109,Sachsen,Jahnallee 59,privat,285,1898,51.33916330000, 12.35039340000,"0,0%","0,0%","0,0%","0,0%","0,0%","100,0%","0,0%","0,0%","0,0%","0,0%","['General Management, Master of Business Administration', 'General Management (berufsbegleitend), Master of Business Administration', 'Management, Master of Science', 'Management (berufsbegleitend), Master of Science', 'Management Finance, Master of Science', 'Management Finance (Berufsbegleitend), Master of Science']"
27,a-9530,iba | Internationale Berufsakademie,Leipzig,04109,Sachsen,Markt 5-6,privat,NaN,2006,51.34128190000, 12.37464950000,"0,0%","0,0%","0,0%","0,0%","40,0%","60,0%","0,0%","0,0%","0,0%","0,0%","['Betriebswirtschaftslehre (dual), Bachelor of Arts', 'BWL Internationales Management (dual), Bachelor of Arts', 'Sozialpädagogik & Management (dual), Bachelor of Arts', 'Sozialpädagogik, Management & Coaching, Bachelor of Arts']"
28,a-445,Universität Leipzig,Leipzig,04109,Sachsen,Goethestraße 6,staatlich,25751,1409,51.34073630000, 12.38020900000,"0,0%","1,0%","15,4%","3,8%","11,5%","9,1%","0,0%","40,4%","3,4%","15,4%","['Clinical Research and Translational Medicine (berufsbegleitend), Master of Science', 'Clinical Research and Translational Medicine (berufsbegleitend), Bachelor of Arts', 'Advanced Spectroscopy in Chemistry, Master of Arts', 'Afrikastudien, Bachelor of Arts, Master of Arts', 'Afrikastudien / African Studies, Bachelor of Arts, Master of Arts', 'Ägyptologie, Bachelor of Arts, Master of Arts', 'Altorientalistik, Master of Science', 'Amerikastudien (American Studies), Bachelor of Arts', 'Analytik und Spektroskopie, Bachelor of Arts, Master of Arts', 'Anglistik, Bachelor of Arts, Master of Arts', 'Arabistik und Islamwissenschaft, Bachelor of Arts', 'Archäologie der Alten Welt, Master of Arts', 'Archäologie und Geschichte des Alten Europa, Master of Science', 'Begabungsforschung und Kompetenzentwicklung - Studies in Abilities and Development of Competences, Bachelor of Science, Master of Science', 'Betriebswirtschaftslehre / Management Science, Master of Science', 'Biochemie, Master of Science', 'Biodiversity, Ecology and Evolution, Bachelor of Science, Master of Science', 'Bioinformatik, Bachelor of Education', 'Biologie, Bachelor of Science, Master of Science', 'Biologie (Lehramt), Staatsexamen', 'Chemie, Master of Science', 'Chemie (Lehramt), Master of Arts', 'Chemistry and Biotechnology, Master of Science', 'Chinese Studies, Master of Arts', 'Clinical Research & Translational Medicine (berufsbegleitend), Master of Science', 'Communication Management, Staatsexamen', 'Data Science, Bachelor of Arts, Master of Arts', 'Deutsch (Lehramt), Master of Arts', 'Deutsch als Fremd- und Zweitsprache, Doctor of Philosophy', 'Deutsch als Fremd- und Zweitsprache im vietnamisch-deutschen Kontext, Master of Arts', 'Deutsch als Fremdsprache / Transcultural German Studies, Master of Arts', 'Deutsch als Fremdsprache im arabisch-deutschen Kontext, Master of Arts', 'Deutsch als Fremdsprache im brasilianisch-deutschen Kontext, Master of Arts', 'Deutsch als Fremdsprache im deutsch-afrikanischen Kontext, Staatsexamen', 'Deutsch als Fremdsprache im mexikanisch-deutschen Kontext, Bachelor of Science, Master of Science', 'Deutsch als Zweitsprache (Lehramt), Master of Science', 'Digital Humanities, Staatsexamen', 'Early Childhood Research, Staatsexamen', 'Englisch (Lehramt), Bachelor of Arts, Master of Arts', 'Ethik/Philosophie (Lehramt), Bachelor of Arts', 'Ethnologie, Master of Laws', 'Europäische Minderheitensprachen, Master of Arts', 'Europäischer Privatrechtsverkehr, Master of Arts', 'European Integration in East Central Europe, Staatsexamen', 'European Studies, Diplom', 'Evangelische Religionslehre (Lehramt), Master of Arts', 'Evangelische Theologie, Master of Education, Staatsexamen', 'Fachübersetzen Arabisch-Deutsch, Master of Education, Staatsexamen', 'Französisch (Lehramt), Bachelor of Science', 'Gemeinschaftskunde / Rechtserziehung (Lehramt), Master of Science', 'Geographie, Bachelor of Arts, Master of Arts', 'Geowissenschaften - Umweltdynamik und Georisiken, Bachelor of Arts', 'Germanistik, Master of Education, Staatsexamen', 'Geschichte, Bachelor of Arts, Master of Arts', 'Geschichte (Lehramt), Master of Arts', 'Geschichte und Theologie des Christentums, Master of Arts', 'Global British Studies, Master of Arts', 'Global Mass Communication, Staatsexamen', 'Global Studies, Bachelor of Arts', 'Griechisch (Lehramt), Bachelor of Science', 'Griechisch-Lateinische Philologie, Bachelor of Arts, Master of Arts', 'Hebammenkunde (dual), Bachelor of Science, Master of Science', 'Indologie, Tibetologie und Mongolistik, Master of Education', 'Informatik, Bachelor', 'Informatik (Lehramt), Master of Science', 'Interkulturelle Kommunikation und Translation Tschechisch-Deutsch, Bachelor of Science, Master of Science', 'International Energy Economics and Business Administration, Staatsexamen', 'International Physics Studies Program, Bachelor of Arts, Master of Arts', 'Italienisch (Lehramt), Master of Science', 'Japanologie, Master of Arts', 'Journalismus, Bachelor of Arts, Master of Arts', 'Klassische Antike - Geschichte und Literatur, Master of Arts', 'Kommunikations- und Medienwissenschaft, Master of Arts', 'Konferenzdolmetschen, Bachelor of Arts, Master of Arts', 'Konferenzdolmetschen Arabisch, Staatsexamen', 'Kulturwissenschaften, Bachelor of Arts, Master of Arts', 'Kunst (Lehramt), Bachelor of Arts, Master of Arts', 'Kunstgeschichte, Staatsexamen', 'Kunstpädagogik, Staatsexamen', 'Latein (Lehramt), Master of Education', 'Lehramt, Bachelor of Arts, Master of Arts', 'Lehramt an Grundschulen, Bachelor of Arts, Master of Arts', 'Linguistik, Master of Arts', 'Literarisches Schreiben, Master of Science', 'Logik, Diplom', 'Mathematical Physics, Master of Education', 'Mathematik, Staatsexamen', 'Mathematik (Lehramt), Bachelor of Science', 'Medizin, Master of Science', 'Meteorologie, Master of Science', 'Meteorology, Master of Arts', 'Mineralogie und Materialwissenschaft, Staatsexamen', 'Mittlere und Neuere Geschichte, Bachelor of Arts, Master of Arts', 'Musik (Lehramt), Master of Arts', 'Musikwissenschaft, Bachelor of Arts, Master of Arts', 'Niedersorbisch, Staatsexamen', 'Ostslawistik, Bachelor of Arts, Master of Arts', 'Pharmazie, Bachelor of Science, Master of Science', 'Philosophie, Master of Education, Staatsexamen', 'Physik, Master of Science', 'Physik (Lehramt), Bachelor of Arts, Master of Arts', 'Physische Geographie, Staatsexamen', 'Politikwissenschaft, Master of Arts', 'Polnisch (Lehramt), Bachelor of Science, Master of Science', 'Professionalisierung frühkindlicher Bildung, Master of Science', 'Psychologie, Master of Laws', 'Public Service Management, Staatsexamen', 'Recht der europäischen Integration, Bachelor of Arts, Master of Arts', 'Rechtswissenschaft, Bachelor of Arts, Master of Arts', 'Religionswissenschaft, Staatsexamen', 'Romanische Studien, Bachelor of Arts', 'Russisch (Lehramt), Master of Arts', 'Sinologie, Master of Business Administration', 'Slawistik, Staatsexamen', 'Small Enterprise Promotion and Training, Bachelor of Arts, Master of Arts', 'Sonderpädagogik (Lehramt), Staatsexamen', 'Sorabistik, Bachelor of Arts, Master of Arts', 'Sorbisch (Lehramt), Staatsexamen', 'Soziologie, Staatsexamen', 'Spanisch (Lehramt), Bachelor of Science, Master of Science', 'Sport (Lehramt), Bachelor of Arts', 'Sportmanagement, Master of Science', 'Sportwissenschaft, Master of Science', 'Sportwissenschaft: Diagnostik / Intervention, Master of Science', 'Sportwissenschaft: Prävention / Rehabilitation, Master of Science', 'Structural Chemistry and Spectroscopy, Bachelor of Arts', 'Sustainable Development, Master of Arts', 'Theaterwissenschaft transdisziplinär, Master of Science', 'Theaterwissenschaft transkulturell - Geschichte, Theorie, Praxis, Bachelor of Arts', 'Toxikologie und Umweltschutz, Master of Arts', 'Translation, Staatsexamen', 'Translatologie, Master of Science', 'Tschechisch (Lehramt), Staatsexamen', 'Versicherungsmanagement, Master of Science', 'Veterinärmedizin / Tiermedizin, Bachelor of Arts, Master of Arts', 'Volkswirtschaftslehre (Economics), Staatsexamen', 'Westslawistik, Master of Science', 'Wirtschaft-Technik-Haushalt/Soziales (Lehramt), Bachelor of Science', 'Wirtschafts- und Sozialgeographie, Master of Science', 'Wirtschaftsinformatik, Diplom', 'Wirtschaftsinformatik (Business Information Systems), Bachelor of Arts, Master of Arts', 'Wirtschaftsmathematik, Bachelor of Science', 'Wirtschaftspädagogik, Master of Science', 'Wirtschaftswissenschaften, Staatsexamen']"
29,a-47,Berufsakademie Sachsen – Staatliche Studienakademie Leipzig (University of Cooperative Education),Leipzig,04249,Sachsen,Schönauer Straße 113a,staatlich,470,1991,51.31038000000, 12.30331000000,"0,0%","12,5%","12,5%","0,0%","0,0%","75,0%","0,0%","0,0%","0,0%","0,0%","['Bankwirtschaft (dual), Bachelor of Arts', 'Controlling (dual), Bachelor of Arts', 'Immobilienwirtschaft (Dual), Bachelor of Arts', 'Informatik (dual), Bachelor of Science', 'Service Engineering (dual), Bachelor of Engineering', 'Steuerberatung / Wirtschaftsprüfung (dual), Bachelor of Arts', 'Vermögensmanagement (dual), Bachelor of Arts']"
30,a-286,"Hochschule für Technik, Wirtschaft und Kultur Leipzig",Leipzig,04277,Sachsen,Karl-Liebknecht-Straße 132,staatlich,6481,1992,51.31409800000, 12.37290090000,"0,0%","40,0%","15,0%","0,0%","5,0%","15,0%","0,0%","25,0%","0,0%","0,0%","['Bibliotheks- und Informationswissenschaft, Bachelor of Science, Master of Science', 'Bibliotheks- und Informationswissenschaft, Bachelor of Arts, Master of Arts', 'Angewandte Mathematik, Bachelor of Engineering, Master of Science', 'Architektur, Bachelor of Engineering', 'Bauingenieurwesen, Bachelor of Arts, Master of Arts', 'Bauingenieurwesen (kooperativ), Bachelor of Arts, Master of Arts', 'Betriebswirtschaft, Bachelor of Engineering', 'Bibliotheks- und Informationswissenschaft, Bachelor of Arts', 'Buch und Medienproduktion, Master of Science', 'Buchhandel, Verlagswirtschaft, Master of Science', 'Change Management in der Wasserwirtschaft, Master of Science', 'Change Management in der Wasserwirtschaft (berufsbegleitend), Master of Engineering', 'Crossmedia Management (berufsbegleitend), Bachelor of Engineering', 'Druck- und Verpackungstechnik, Bachelor of Engineering, Master of Science', 'Drucktechnik, Bachelor of Engineering', 'Elektrotechnik und Informationstechnik, Bachelor of Engineering, Master of Engineering', 'Elektrotechnik und Informationstechnik (kooperativ), Bachelor of Engineering', 'Energie-, Gebäude und Umwelttechnik, Bachelor of Arts', 'Energie-, Gebäude- und Umwelttechnik (kooperativ), Bachelor of Arts', 'Fernsehproduktion, Master of Arts', 'Fernsehproduktion (kooperativ), Bachelor of Science, Master of Science', 'General Management, Bachelor of Arts', 'Informatik, Bachelor of Engineering, Master of Engineering', 'Internationales Management, Bachelor of Science, Master of Science', 'Maschinenbau, Master of Engineering', 'Medieninformatik, Bachelor of Engineering', 'Medienmanagement, Bachelor of Arts', 'Medientechnik, Master of Arts', 'Museologie, Bachelor of Arts, Master of Arts', 'Museumspädagogik - Bildung und Vermittlung im Museum, Master of Arts', 'Soziale Arbeit, Bachelor of Engineering', 'Verlags- und Handelsmanagement, Bachelor of Science, Master of Science', 'Verpackungstechnik, Bachelor of Engineering, Master of Science', 'Wirtschaftsingenieurwesen - Bau, Master of Science', 'Wirtschaftsingenieurwesen - Elektrotechnik, Bachelor of Science', 'Wirtschaftsingenieurwesen - Logistik / Energiewirtschaft, Bachelor of Engineering']"
31,a-64,Hochschule für Telekommunikation Leipzig,Leipzig,04277,Sachsen,Gustav-Freytag-Straße 43-45,privat,1000,1953,51.31287000000, 12.37492000000,"0,0%","43,8%","25,0%","0,0%","0,0%","31,3%","0,0%","0,0%","0,0%","0,0%","['Angewandte Informatik, Bachelor of Science', 'Information and Communication Technology, Master of Engineering', 'Informations- und Kommunikationstechnik, Bachelor of Engineering, Master of Engineering', 'Informations- und Kommunikationstechnik (berufsbegleitend), Bachelor, Master', 'Telekommunikationsinformatik, Bachelor of Engineering', 'Telekommunikationsinformatik (berufsbegleitend), Bachelor of Engineering', 'Telekommunikationsinformatik (dual), Bachelor of Engineering', 'Wirtschaftsinformatik, Bachelor of Science', 'Wirtschaftsinformatik (berufsbegleitend), Bachelor of Science, Master of Science', 'Wirtschaftsinformatik (dual), Bachelor of Science, Master of Science']"
32,a-58,Burg Giebichenstein Kunsthochschule Halle,Halle,06108,Sachsen-Anhalt,Neuwerk 7,staatlich,1100,1915,51.49145310000, 11.95757300000,"0,0%","6,1%","0,0%","0,0%","0,0%","0,0%","0,0%","3,0%","87,9%","3,0%","['Industriedesign, Diplom', 'Industriedesign / Spiel- und Lerndesign, Diplom', ', Diplom', ', Diplom', 'Bildhauerei / Plastik, Diplom', 'Bildhauerei / Plastik - Bildhauerei Figur, Master of Arts', 'Bildhauerei / Plastik - Bildhauerei Metall, Master of Arts', 'Bildhauerei / Plastik - Keramik, Master of Arts', 'Bildhauerei / Plastik - Zeitbasierte Künste (Film, Video, Medieninstallation, Performance, Mixed Media), Master of Arts', 'Conceptual Fashion Design, Master of Arts', 'Conceptual Textile Design, Master of Arts', 'Design of Playing and Learning, Bachelor of Arts', 'Design Studies, Bachelor of Arts', 'Furniture and Interior Design, Bachelor of Arts', 'Industrial Design, Bachelor of Arts, Master of Arts', 'Industriedesign, Master of Arts', 'Industriedesign Produktdesign/Keramik- und Glasdesign, Bachelor of Arts', 'Industriedesign Spiel- und Lerndesign, Staatsexamen', 'Innenarchitektur, Master of Arts', 'Interior Architecture, Diplom', 'Kommunikationsdesign, Diplom', 'Kunst (Lehramt), Diplom', 'Kunstwissenschaften, Diplom', 'Malerei / Grafik, Diplom', 'Malerei / Grafik - Bild Raum Objekt Glas, Diplom', 'Malerei / Grafik - Buchkunst, Bachelor of Arts', 'Malerei / Grafik - Grafik, Master of Arts', 'Malerei / Grafik - Malerei, Master of Arts', 'Malerei / Grafik - Textile Künste, Bachelor of Arts', 'Modedesign, Master of Arts']"
33,a-89,Evangelische Hochschule für Kirchenmusik Halle,Halle,06108,Sachsen-Anhalt,Kleine Ulrichstraße 35,kirchlich,58,1926,51.48449190000, 11.96654230000,"0,0%","0,0%","0,0%","0,0%","11,1%","0,0%","0,0%","0,0%","77,8%","11,1%","['Chor- und Orchesterleitung, Master', 'Kirchenmusik, Bachelor, Master', 'Kirchenmusik / Lehramt Musik an Gymnasien, Bachelor', 'Kirchenmusik A, Bachelor, Diplom', 'Konzert- und Oratoriengesang, Master', 'Orgel, Master']"
34,a-347,Martin-Luther-Universität Halle-Wittenberg,Halle,06108,Sachsen-Anhalt,Universitätsplatz 11,staatlich,21443,1502,51.48650000000, 11.96940000000,"1,1%","1,9%","18,4%","3,8%","15,8%","6,4%","0,0%","40,2%","6,8%","5,6%","[', Master of Science', 'Accounting, Taxation and Finance, 120 LP, Bachelor of Science, Master of Science', 'Agrarwissenschaften, 180 LP, Master of Arts', ', Bachelor of Arts', ', Bachelor of Science, Master of Science', ', Master of Arts', ', Bachelor of Arts', ', Master of Arts', ', Bachelor of Arts, Master of Arts', ', Master of Arts', ', Master of Arts', ', Bachelor of Arts', ', Staatsexamen', ', Bachelor of Arts, Master of Arts', ', Bachelor of Science, Master of Science', ', Bachelor of Science, Master of Science', ', Master of Science', ', Bachelor of Science, Master of Science', ', Bachelor of Science, Master of Science, StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Bachelor of Science', ', Bachelor of Science, Master of Science, StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Master of Science', ', StEx. Lehramt Grundschule, StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Master of Arts', ', Staatsexamen', ', Master of Arts', ', Bachelor of Arts, Master of Arts', ', Master of Science', ', StEx. Lehramt Grundschule, StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Master of Arts', ', Bachelor of Science, Master of Science', ', Master of Science', ', Bachelor of Arts, Master of Arts', ', StEx. Lehramt Grundschule, StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Bachelor of Arts', ', Master of Arts', ', Master', ', StEx. Lehramt Grundschule, StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Bachelor, Bachelor of Arts, Master of Arts', ', Bachelor of Science', ', Master', ', Bachelor of Arts, Master of Arts', ', StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', StEx. Lehramt Förderschule', ', StEx. Lehramt Förderschule', ', Bachelor of Science, StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Master of Arts', ', Bachelor of Arts, Master of Arts, StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', StEx. Lehramt Grundschule', ', Master of Science', ', Doctor of Medicine', ', Master of Arts', ', StEx. Lehramt Gymnasium', ', Bachelor of Science', ', Bachelor of Arts, Master of Arts', ', Master of Arts', ', Master of Science', ', Master of Arts', ', Bachelor of Arts', ', Bachelor of Science, Master of Science, StEx. Lehramt Gymnasium', ', Master of Arts', ', Master of Arts', ', Master of Science', ', Master of Arts', ', Bachelor of Arts, Master of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Master of Science', ', Master of Laws', ', Bachelor of Arts, Master of Arts', ', StEx. Lehramt Gymnasium', ', Master of Arts', ', Bachelor of Arts, Master of Arts', ', StEx. Lehramt Grundschule, StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Master of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Master of Arts', ', Master of Arts', ', StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Bachelor of Arts, Master of Arts', ', Master', ', StEx. Lehramt Gymnasium', ', Master of Arts', ', Staatsexamen', ', StEx. Lehramt Förderschule', ', StEx. Lehramt Grundschule', ', StEx. Lehramt Gymnasium', ', StEx. Lehramt Sekundarschule', ', StEx. Lehramt Förderschule', ', StEx. Lehramt Förderschule', ', Bachelor of Science, Master of Science', ', Bachelor of Science, Master of Science, StEx. Lehramt Grundschule, StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Bachelor of Arts, Master of Arts', ', Staatsexamen', ', Staatsexamen', ', Master', ', Bachelor of Science, Master of Science', ', Master of Science', ', Master of Arts', ', StEx. Lehramt Grundschule, StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Staatsexamen', ', Bachelor of Arts', ', Master of Arts', ', Bachelor of Arts', ', Master of Science', ', Master of Science', ', Staatsexamen', ', Bachelor of Arts, Master of Arts, StEx. Lehramt Gymnasium', ', Bachelor of Science, Master of Science, StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Bachelor of Science', ', Bachelor of Science', ', Bachelor of Arts, Master of Arts', ', Master of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Master of Science', ', Master of Arts', ', Bachelor of Science, Master of Science', ', Master of Laws', ', Staatsexamen', ', Master of Business Administration', ', Bachelor of Arts', ', StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Bachelor of Arts', ', StEx. Lehramt Grundschule', ', Bachelor of Arts', ', Master of Arts', ', StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Bachelor of Arts, Master of Arts', ', StEx. Lehramt Gymnasium', ', StEx. Lehramt Grundschule, StEx. Lehramt Gymnasium, StEx. Lehramt Sekundarschule', ', Master of Arts', ', Bachelor of Arts', ', StEx. Lehramt Förderschule', ', Doctor of Philosophy', ', Doctor of Philosophy', ', Master of Arts', ', Bachelor of Arts, Master of Arts', ', Bachelor of Arts, Master of Arts', ', Bachelor of Arts', ', Bachelor of Science', ', Bachelor of Science, Master of Science', ', Bachelor of Science, Master of Science', ', Master of Business Law', ', Bachelor of Science', ', Bachelor of Science', ', Bachelor of Arts, Master of Arts', ', Staatsexamen']"
